Item_ID	Sentence	sentence_butNotBoth	sentence_and	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	context
151151:32	oh, i thought it was just like marijuana or cocaine.	oh, i thought it was just like marijuana or cocaine, but not both.	oh, i thought it was just like marijuana and cocaine.	yes	yes	no	no	no	no	no	no	yes	S	###oh, they do with alcohol.###speakerb9t9.###pardon.###speakera10t10.###they do it with alcohol.###speakerb11t11.###yeah,###yeah,### they, they, they'll check for alcohol.###speakera12t12.
151239:56	but i'm not sure if if it's if you get caught --n402b78 or if you turn yourself in.	but i'm not sure if if it's if you get caught --n402b78 or if you turn yourself in, but not both.	but i'm not sure if if it's if you get caught --n402b78 and if you turn yourself in.	yes	yes	no	no	no	no	no	no	yes	S	###all right, it's probably the same thing.###i'm not really sure what the,###speakerb41t41.###yeah,###really,###it's one of those things that you read --n402866 once,###and then, if you, if you're not worried about it, you just forget about it.###speakera42t42.###that's right.###but i know, they do have counseling, and that they do give you a second chance,
151277:32	and i'm not sure if our policy covers that or not.	and i'm not sure if our policy covers that or not, but not both.	and i'm not sure if our policy covers that and not.	yes	yes	no	no	no	no	no	yes	yes	S	###and next week, c --s and d --s are going --n403dd0 to come in.###speakera54t53.###speakera56t56.###you could time it just right.###speakerb57t57.###yeah,###right,###right.###speakera58t58.###i know one employee, i know, when i was working with --n403f4a --n403f51, --n403f5c he had alcohol on his breath,
151327:145	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs.	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs or not taking drugs, but not both.	well, i think, i think we, i think the problem here is, is that a, a drug test does not necessarily imply that someone is taking drugs and not taking drugs.	yes	yes	no	no	no	no	no	yes	yes	S	###um, i don't really think that it's, uh, too many,###i think it --n400413's a severe invasion of somebody's privacy to say, well, we're going --n40045e to look at your urine and then decide whether you're, uh, you know, worthy of --n4004b1 working for us.###i really don't see that that's a very, very valid, uh, thing for a company to say --n4006d7,###and i, personally, i don't think i would work for somebody if they were going --n40081e to reject me on the basis of what --n400845's inside my body.###speakera4t4.###yeah,###uh, i guess i basically agree that, uh,###do you think it --n400a87's okay for a company to reject somebody --n400aae knowing that they'll take drugs.###i mean suppose they found out some other way.###speakerb5t5.
151366:42	and, i mean, i'm not speaking in favor of drugs or against drugs,	and, i mean, i'm not speaking in favor of drugs or against drugs, but not both.	and, i mean, i'm not speaking in favand of drugs and against drugs,	yes	yes	no	no	no	no	no	no	yes	S	###speakerb15t15.### i. i mean, i was very offended --n401a78 by, by the whole process.###speakera16t16.###i once too,###so.###speakerb17t16.###speakera18t18.###yeah.###speakerb19t19.###i mean it's very humiliating,
151762:61	it's burned --n4031bb so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form --n40323e because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone --n40330d.	it's burned --n4031bb so completely, that you don't have any, uh, nitrous oxides, uh, or oxides of nitrogen, uh, to, uh, form --n40323e because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out before long it's gone --n40330d, but not both.	it's burned --n4031bb so completely, that you don't have any, uh, nitrous oxides, uh, and oxides of nitrogen, uh, to, uh, fandm --n40323e because of, by virtue of the very combustion process of the diesel engine, because diesel oil is, uh, is not very volatile. you know, where gasoline, if you leave a little pail of gasoline out befande long it's gone --n40330d.	yes	yes	no	no	no	no	no	no	yes	S	###right.###speakera29t29.###but that, that particular bothers me.###speakerb30t30.###well, most, most, most of the time when you see bus, uh, you know, the busses with the diesel --n402d8c that's, uh, those are carbon particles, and carbon dioxide and water vapor, uh,###speakera31t31.###uh-huh.###speakerb32t32.###because when you, when diesel is burned --n402ffc --n403003 it's it,###you know diesel fuel is burned --n4030ed in a, in the diesel engine
151776:116	that's why your diesel engines have such high compression ratios --n4038c4 as the, as the air is heated, you know, by virtue of the compression process to like one to nineteen or nineteen to one ratio	that's why your diesel engines have such high compression ratios --n4038c4 as the, as the air is heated, you know, by virtue of the compression process to like one to nineteen or nineteen to one ratio, but not both.	that's why your diesel engines have such high compression ratios --n4038c4 as the, as the air is heated, you know, by virtue of the compression process to like one to nineteen and nineteen to one ratio	yes	yes	no	no	no	yes	no	no	yes	S	###speakera35t35.###uh-huh.###speakerb36t35.###speakera37t37.###yeah.###speakerb38t38.###diesel is going --n403651 to be around, because it doesn't evaporate easily,###and it's got,###well, you know, its latent heat is high,###but it's slow burning at, at, uh, normal pressures.
151803:31	and during the summer we camp, uh, two or three weeks a year.	and during the summer we camp, uh, two or three weeks a year, but not both.	and during the summer we camp, uh, two and three weeks a year.	yes	yes	no	no	no	yes	no	no	yes	S	###speakera3t3.###okay, bill,###have you done much camping.###speakerb4t4.###uh, yes.###i'm a scoutmaster in boy scouts.###speakera5t5.###uh-huh.###speakerb6t6.###and i camp, uh, every month, uh, camp at least one weekend
151896:22	so we go --n40219f backpacking fifteen or twenty miles,	so we go --n40219f backpacking fifteen or twenty miles, but not both.	so we go --n40219f backpacking fifteen and twenty miles,	yes	yes	no	no	no	yes	no	no	yes	S	###speakerb38t38.###uh, it's just a piece of material that --n401e30 has, uh, that --n401e4b has a lot of places where you can tie off to it and make it into a tent uh, like a, uh --n401eb2,###speakera39t39.###oh.###speakerb40t39.###speakera41t41.###uh-huh.###speakerb42t42.###they're very light weight###and we use them when we go --n402108 backpacking --n402113.
152062:17	you maybe get two or three a year.	you maybe get two or three a year, but not both.	you maybe get two and three a year.	yes	yes	no	no	no	yes	no	no	yes	S	###yeah.###speakera23t23.###yeah,###that's one of the things i guess i would change --n40121d about honeywell, is, uh,###i used --n401321 to work with the army research institute,###and being a, uh, a government organization you got quite a few holidays off.###speakerb24t24.###right.###speakera25t25.###but here you don't get that.
152148:57	i mean, the examinations and, and, uh, checkups every year, or every six months are free	i mean, the examinations and, and, uh, checkups every year, or every six months are free, but not both.	i mean, the examinations and, and, uh, checkups every year, and every six months are free	yes	yes	no	no	no	no	no	no	yes	S	###speakera53t53.###i think it costs me something like five dollars a, a month for the dental plan.###speakerb54t53.###speakera54-1t54-1.###um.###speakerbnant54-1.###speakerb54-2t54-2.###but it pays, uh, a substantial amount.###speakeranant54-2.###speakera55t55.
152368:30	you probably have a better team, uh, cooperation, or team playing, atmosphere.	you probably have a better team, uh, cooperation, or team playing, atmosphere, but not both.	you probably have a better team, uh, cooperation, and team playing, atmosphere.	yes	yes	no	no	no	no	no	no	yes	S	###but if you're in the corporate world, i think there is considerable motivation for i guess in-, innovation,###although he, you know, the more complex your structure --n402f25 the, uh, less difficult it --n402f48 is --n402f53 to kind of carry some things through###speakerb54t54.###uh-huh.###speakera55t55.###but, uh, i think there is, uh, it's a long term type of process where in a small organization it's, uh, things can happen much more quickly and so you can see the reward of the efforts.###speakerb56t56.###i think probably in a small,###yeah,###i was going --n4033f4 to say more, it's more personal for one thing.
