Item_ID	Sentence	rightDisjunct	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head
161920:119	well, see, i always have problems because, because i can never decide whether or not i'm, i'm supposed --n4038ca to be a conservative or, or a liberal		yes	yes	no	no	no	no	no	no	yes	S
161931:92	i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money, wouldn't wouldn't i be in prison at this point.		yes	yes	no	no	no	no	no	no	yes	S
161967:47	is he the guy --n40496c wants --n404977 to, like, deregulate heroin, or something.	something	yes	yes	no	no	yes	no	no	no	yes	SQ
162008:3	or, you open to buying foreign cars.		no	yes	no	no	no	no	no	no	yes	SQ
162060:40	so i don't need a, a mini van or such to, uh, haul people around in --n401bba.	such	yes	yes	no	no	no	no	no	no	yes	S
162066:17	oh, like a miata or something like that.	something like that	yes	yes	no	no	yes	no	no	no	no	FRAG
162139:49	uh, i've had, uh, i've had one or two american cars i think --n403434,		yes	yes	no	no	no	yes	no	no	yes	S
162164:181	but i think they're obliged --n40405a to have these things because hertz and avis and those folks have it --n404095 in their contract that they can sell it back to g m after, you know, it's, after they've used it for six months and put you know, twelve or fifteen thousand miles, on it		yes	yes	no	no	no	yes	no	no	yes	S
162239:31	and i'm not, like, a hugely advanced degree or any of that stuff.	any of that stuff	yes	yes	no	no	no	no	no	no	yes	S
162268:64	and, the best thing, and a lot of the stuff, the best thing is like four years or five years, it's pretty soon, you're completely vested --n400fb5 in the retirement plan and everything,	five years	yes	yes	no	no	no	yes	no	no	yes	S
162276:101	b-, and i pay five dollars every time i visit the, the hospital that, you know, for a checkup or whatever --n4014c8.	whatever	yes	yes	yes	no	yes	no	no	no	yes	S
162314:61	i, i guess they would charge a little bit if there was some orthodontia or something for one of my dependents or something like that	something	yes	yes	no	yes	yes	no	no	no	yes	S
162314:81	i, i guess they would charge a little bit if there was some orthodontia or something for one of my dependents or something like that	something like that	yes	yes	no	no	yes	no	no	no	yes	S
162373:161	it --n403460's really nice to be, for me, anyway, to be able --n4034a7 to work in, uh, a research atmosphere, uh, where i don't have --n4034f2 to, uh, uh, you know, worry about, uh, academics or anything like that --n403545,	anything like that	yes	yes	no	no	yes	no	no	no	yes	S
162444:31	uh, d c around here stands for drug capital or death capital.	death capital	yes	yes	no	no	no	no	no	no	yes	S
162491:174	and, uh, nowadays the latest thing i've, i've read about --n40110f in the paper here that they're doing --n401136 as far as, uh, crimes involving stealing cars is that, instead of --n40117d stealing, uh, cars like at night, breaking into them or whatever, they will pick out a car that they want --n4011e4 and wait until you show up, and then as you get out of the car, they just, uh, step up and, uh, take the keys off of you and drive the car away and leave you standing in front of your house.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
162497:30	that way there's no damage to the car or anything.		yes	yes	no	no	yes	no	no	no	yes	S
162500:44	they're decided they're completely unworried about --n401957 being identified --n401966 or anything of that sort.	anything of that sort	yes	yes	no	no	yes	no	no	no	yes	S
162662:68	well, in a criminal case, say one in which, you know, there is, like, say assault or some such --n401077. i think there ought --n401096 to be a unanimous, uh, vote because by law and by constitution there must be proven beyond a shadow of a reasonable doubt that the person in question did this.	some such	yes	yes	no	no	no	no	no	no	yes	S
162663:73	and in civil law there, you know, is such a thing as like, let's say, uh, misappropriations or misuse of financial instruments or something like that.		yes	yes	no	yes	no	no	no	no	yes	S
162663:85	and in civil law there, you know, is such a thing as like, let's say, uh, misappropriations or misuse of financial instruments or something like that.	something like that	yes	yes	no	no	yes	no	no	no	yes	S
162665:33	i don't know if i'm making any sense or not.	not	yes	yes	no	no	no	no	no	yes	yes	S
162669:3	or,		no	no	no	no	no	no	no	no	no	S
162681:59	you know, i don't know for, if you're familiar with that or not.	not	yes	yes	no	no	no	no	no	yes	yes	S
162711:3	or, i think it's a limit now,		no	yes	no	no	no	no	no	no	yes	S
162718:32	it was always my impression that the justice himself, or herself, had the final say.		yes	yes	no	no	no	no	no	no	yes	S
162736:25	well, does it usually make a recording or s-,	s-	yes	yes	no	no	no	no	no	no	yes	SQ
162817:63	i, i know a lot of people around here sometimes have, like, mothers or grandmothers that --n40184c take care of their kids		yes	yes	no	no	no	no	no	no	yes	S
162823:15	you either know them or know somebody who --n401bb1 knows them, --n401bc8 to get --n401bd7 to,	know somebody who --n401bb1 knows them, --n401bc8 to get --n401bd7 to	yes	yes	no	no	no	no	yes	no	yes	S
162850:90	and you, and you don't always even know if it's, it's going --n402582 to be the right place or not.	not	yes	yes	no	no	no	no	no	yes	yes	S
162881:3	or the phone rang or, you know, at the wrong time.	the phone	no	yes	no	yes	no	no	no	no	yes	S
162881:17	or the phone rang or, you know, at the wrong time.		yes	yes	yes	no	no	no	no	no	yes	S
162962:70	and those three guys take the evidence, go off, figure it out and then come back and say whether you're guilty or not.		yes	yes	no	no	no	no	no	yes	yes	S
162989:64	you can't use this as, uh, evidence, you know, because it was either illegally obtained --n4013cf or whatever	whatever	yes	yes	no	no	yes	no	yes	no	yes	S
163049:87	it's kind of like do it, do it in the similar vein similar, like, uh, v c r or television repair.		yes	yes	no	no	no	no	no	no	yes	S
163053:76	now, if he comes in and says, you know, i'll repair your, your v c r, or somebody else's v c r, for a hundred dollars, gets in there, maybe it's a blown fuse,	somebody else's v c r	yes	yes	no	no	no	no	no	no	yes	S
163057:69	so, maybe if we did that with the lawyers, so that, you know, whether it's a murder case or a, you know, a civil, uh, somebody suing somebody else, you get x dollars for that case		yes	yes	no	no	no	no	no	no	yes	FRAG
163113:53	fact as far as i know, the school --n4003a4 doesn't have any kind of programs or anything out here. and, uh, or the grocery store or anything in this area,		yes	yes	no	yes	yes	no	no	no	yes	S
163113:82	fact as far as i know, the school --n4003a4 doesn't have any kind of programs or anything out here. and, uh, or the grocery store or anything in this area,		yes	yes	no	yes	no	no	no	no	yes	S
163113:94	fact as far as i know, the school --n4003a4 doesn't have any kind of programs or anything out here. and, uh, or the grocery store or anything in this area,	anything in this area	yes	yes	no	no	yes	no	no	no	yes	S
163150:5	even or,		yes	no	no	no	no	no	no	no	no	X
163160:3	or, do you get money for it.		no	yes	no	no	no	no	no	no	yes	SQ
163276:45	i have no idea how long this is supposed --n403b44 to last --n403b53 or anything.	anything	yes	yes	no	no	yes	no	no	no	yes	S
163278:40	oh, i think, i think two or three minutes is fine.		yes	yes	no	no	no	yes	no	no	yes	S
163335:87	uh, our policies and procedures manual, uh, the furthest it goes --n4006a6 about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal,	its reasons for immediate dismissal	yes	yes	no	no	no	no	no	no	yes	S
163382:73	they've never, you know, they never go out to the, the oil rigs or anything,	anything	yes	yes	no	no	yes	no	no	no	yes	S
163388:53	and then if you get injured --n402329 on the job, if you like trip and fall or something, uh, they give you a drug test right away.	something	yes	yes	no	no	yes	no	no	no	yes	S
163392:29	other than that they don't have random testing or anything like that,	anything like that	yes	yes	no	no	yes	no	no	no	yes	S
163402:100	we, that's been an, a, an issue, uh, in our company even though we don't have the random --n4028cf or even regular --n4028e2 drug screening.		yes	yes	no	no	no	no	no	no	yes	S
163466:8	or, or, or what do you think --n400198.		yes	yes	yes	yes	no	no	no	no	yes	SBARQ
163466:15	or, or, or what do you think --n400198.		yes	yes	yes	yes	no	no	no	no	yes	SBARQ
163466:25	or, or, or what do you think --n400198.		yes	yes	no	no	no	no	no	no	yes	SBARQ
163481:124	see, i never thought really, it's, uh, i never really thought that, that the, the question really had --n400a01 to do whether or not we're paying too much or too little.		yes	yes	no	yes	no	no	no	yes	yes	S
163481:144	see, i never thought really, it's, uh, i never really thought that, that the, the question really had --n400a01 to do whether or not we're paying too much or too little.	too little	yes	yes	no	no	no	no	no	no	yes	S
163483:22	for instance, like social security tax or soc-, uh,	soc-, uh	yes	yes	no	no	no	no	no	no	no	FRAG
163492:87	when i, when i see that money taken out of my paycheck each, each week, i, or each, every other week --n401274, i, i really think that money's history		yes	yes	no	no	no	no	no	no	yes	S
163501:52	but, but supposedly once you have an office in d c, or, you know, and, and staff it with people, it --n401ba9's really tough to close it down		yes	yes	yes	no	no	no	no	no	yes	S
163526:49	and the poor president has, has --n402c5b to, uh, either accept or reject the whole thing.		yes	yes	no	no	no	no	yes	no	yes	S
163545:33	there's a political term for this stuff, pork barrel or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
163589:3	or you can hope that if people keep their money that they'll spend more and create jobs and, and whatnot.	you	no	yes	no	no	no	no	no	no	yes	S
163620:59	i find myself, uh, listening to a lot of, uh, uh, either old timer --n400617 or new england --n40062a, uh, dance bands as well as, uh, just more popular folk music and new artists coming up.		yes	yes	no	no	no	no	yes	no	yes	S
163686:50	i, i don't care for it at all, that texas twang or whatever you want --n401c40 to call it --n401c53.		yes	yes	no	no	yes	no	no	no	yes	S
163718:34	but they're not in it --n40295e to say anything or give a message which --n402985 is what they were do-,	give a message	yes	yes	no	no	no	no	no	no	yes	S
163782:3	or i don't like it	i	no	yes	no	no	no	no	no	no	yes	S
163796:3	or do you just buy along the same artist.		no	yes	no	no	no	no	no	no	yes	SQ
163814:3	or, about the only new music i hear --n404efe is somebody else that i know --n404f1d will buy something new that i haven't heard --n404f48		no	yes	no	no	no	no	no	no	yes	S
163866:106	what --n4009eb's more likely --n4009fe to occur is, uh, robbery of, uh, you know, knocking over a, a small store or a car theft, you know, it, things of that nature.	a car theft	yes	yes	no	no	no	no	no	no	yes	S
163924:58	it's not like, uh, it's someone do steal a, a or television or v c r or something like that		yes	yes	no	yes	no	no	no	no	yes	S
163924:62	it's not like, uh, it's someone do steal a, a or television or v c r or something like that	v c r	yes	yes	no	yes	no	no	no	no	yes	S
