"tgrep.id","entire.sentence","Sentence_type","DE_operator","Numeral","And_test","Or_both_test","Actually_test","Disjunct_relation","Disjunct_individuation","MainReferent","Habituality","SIMean","PropGoodSentence","SentenceLength","eitherPresent","orNotPresent","cluster","PrototypicalSentence8","n","Cluster"
"104819:118","""--ing seems to be a, a topic that's going to probably take about a generation to, uh, catch on, it seems, or maybe a generation to two.""","declarative","relclause","num","change","not available","nochange","A~B","same","non-generic","static",0.542222222222222,0.666666666666667,137,"no","no",5,"no",381,"5--381"
"108224:44","""but then we're back to being warmer than normal this week, or last week,""","declarative","not available","nonum","change","not available","nochange","A~B","same","non-generic","static",0.445555555555556,0.777777777777778,74,"no","no",5,"no",381,"5--381"
"160003:12","""it's whether or not you're a resident for that jurisdiction,""","declarative","wh","nonum","change","not available","change","A~B","different","generic","static",0.526666666666667,0.777777777777778,62,"no","yes",2,"no",147,"2--147"
"170974:61","and so i'm just grateful that we don't have to worry so much about my working or not.","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.276842105263158,0.736842105263158,85,"no","yes",2,"no",147,"2--147"
"175379:45","""see, wh-, when you're with a big company or a big organization, a lot of times, uh, you know, the benefits are good""","declarative","wh","nonum","change","not available","nochange","A>B","same","generic","static",0.355555555555556,0.777777777777778,117,"no","no",4,"no",98,"4--98"
"46192:69","""but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them.""","declarative","not available","nonum","change","not available","nochange","A~B","different","non-generic","static",0.495555555555556,0.555555555555556,126,"yes","no",7,"no",90,"7--90"
"34204:16","it was about four or five years ago.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.537777777777778,0.888888888888889,36,"no","no",5,"no",381,"5--381"
"20118:86","""you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides.""","declarative","not available","nonum","change","not available","nochange","A<B","same","non-generic","static",0.12,0.111111111111111,138,"no","no",4,"no",98,"4--98"
"128305:35","""occasionally, some ice skating will come on, on a sunday or during the olympics""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","habitual",0.358888888888889,0.777777777777778,81,"no","no",8,"no",126,"8--126"
"76421:21","""i think in this area or most all areas they use, you know, for ticks and fleas.""","declarative","not available","nonum","nochange","not available","nochange","A~B","same","non-generic","static",0.294444444444444,0.888888888888889,81,"no","no",5,"no",381,"5--381"
"104342:42","""and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were.""","declarative","wh","nonum","change","not available","change","A<B","different","non-generic","static",0.456666666666667,0.333333333333333,160,"no","no",2,"no",147,"2--147"
"29161:24","""she could either have taken tennis, or weight lifting""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.812222222222222,0.777777777777778,55,"yes","no",6,"no",169,"6--169"
"152408:21","are you talking about with criminal or civil suits.","interrogative","wh","nonum","change","change","change","A~B","different","non-generic","static",0.565555555555556,0.555555555555556,51,"no","no",6,"no",169,"6--169"
"106499:91","""and that, the other major factor is that she needs blood transfusions every week to ten days, and would have to be hospitalized a day or two,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.566666666666667,0.777777777777778,143,"no","no",5,"no",381,"5--381"
"1592:58","""so you don't have to, you know, unless you're just really sick, or the child's sick.""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","static",0.215555555555556,0.777777777777778,86,"no","no",8,"no",126,"8--126"
"131265:36","you only have to check in with the office once or twice a week","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.484444444444444,0.777777777777778,62,"no","no",5,"no",381,"5--381"
"131688:137","""and my mother whoe is now, he's, my stepfather is dead, but my mother who is now seventy-one, i can remember her being, i believe a sixteen or a fourteen handicap,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.538888888888889,0.666666666666667,165,"no","no",5,"no",381,"5--381"
"173001:38","i've had eleven people in it before. believe it or not.","declarative","not available","nonum","change","not available","change","A~B","different","non-generic","static",0.403333333333333,0.333333333333333,55,"no","yes",2,"no",147,"2--147"
"35503:30","""but if you've narrowed it down to one or two you can have the car, uh, uh, checked at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.625555555555556,0.777777777777778,270,"no","no",5,"no",381,"5--381"
"138291:77","""i'd, i'd kind of like to, to look at equipment like a lathe or like you say, a table saw and some of those things that would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth""","declarative","not available","nonum","change","change","nochange","A~B","different","non-generic","static",0.426666666666667,0.555555555555556,279,"no","no",7,"no",90,"7--90"
"169332:97","""and the view that i would rather take is that there's a different amount of information you need when you're particularly interested in a topic or, uh, particularly interested inb buying something as a, you know as a hobbyista versus when you want to go out and buy a blender because you need to mix things.""","declarative","not available","nonum","change","nochange","nochange","A<B","same","generic","static",0.563333333333333,0.888888888888889,309,"no","no",4,"no",98,"4--98"
"102122:39","""and, and drink wise they have kool-aid, milk or water. normally.""","declarative","not available","nonum","nochange","not available","change","A~B","different","non-generic","habitual",0.433333333333333,0.777777777777778,66,"no","no",3,"no",120,"3--120"
"37241:60","""but when i run into people that, you know, just have recently had babies or have very young children and are working full time, i, there's almost a, uh, friction between us.""","declarative","relclause","nonum","change","nochange","change","A>B","same","non-generic","habitual",0.387777777777778,0.888888888888889,175,"no","no",4,"no",98,"4--98"
"24108:42","""i think if you're going into like, uh, law or medicine, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution.""","declarative","antecedent","nonum","change","change","change","A~B","different","generic","static",0.448888888888889,0.555555555555556,203,"no","no",6,"no",169,"6--169"
