tgrep.id	BNBSentence	BNBInsertion	Num_different_BNBForms	Proportion_goodLoc_perBNB	frequency_BNBSentence	frequency_BNBInsertion
110752:48	well, but why, if you're going  to do teachers or professionals but not both, why not do the kids, when we see them  and they're, you know, under the influence .	good	4	1	4	4
128512:74	it's a, like it's something you either just really want  to do  it or you can't talk anyone into  it but not both. 	good	3	1	7	7
135991:11	either the radio or the t v --s got  to be on, the whole time but not both. 	good	3	1	7	7
137109:71	if you purchase on your credit card you know, then they put an extended warranty on it if it doesn't work or if you have a problem with it in a certain period of time but not both, 	bad	2	0.375	8	5
137872:18	and they had like three or four basic packages that they they offer but not both .	good	4	0.833333333333333	6	5
146661:26	and i can take plastic like milk cartons or if they have water in them but not both. 	good	3	0.857142857142857	7	6
150321:38	um, i like  to play tennis in the summer time or in the spring, fall but not both, 	good	1	0.888888888888889	9	8
153868:23	so, it's, no fee, or subscription either to read at my leisure but not both. 	bad	4	0.6	5	2
169391:49	something that you cared about  happened, you'd find out from friends or other channels but not both. 	bad	1	0.555555555555556	9	4
169798:47	if someone was out  to get you, i think that a company or a boss could use this but not both. 	good	2	0.75	8	6
173714:78	uh, people are, uh, reluctant  to pass, uh, school tax levies even, uh, when the money is needed  or would be well spent but not both  because it's, uh, they don't have kids in the schools.	bad	3	0.5	4	2
173714:78	uh, people are, uh, reluctant  to pass, uh, school tax levies even, uh, when the money is needed  or would be well spent  because it's, uh, they don't have kids in the schools but not both. 	good	3	0.5	4	2
22753:43	and then i was fi-, fished for another half hour or forty-five minutes, caught a few white fish and so forth but not both, 	bad	3	0.428571428571429	7	4
29097:92	i do see a problem with graduating people that, that  can't read and are not, you know, productive in society or productive to themselves but not both. 	bad	1	0.444444444444444	9	5
3218:18	i listen to heavy metal or classic rock but not both. 	good	1	0.888888888888889	9	8
39729:68	but usually if i'm, if i'm, if i take a day off or on the weekend especially, i try  to cook, real, real food but not both. 	bad	3	0.285714285714286	7	5
46087:36	and then i'll, uh, normally check out the eagles or the patriots but not both. 	good	1	0.777777777777778	9	7
52021:19	but i rent probably four or five movies a week but not both. 	bad	1	0.222222222222222	9	7
52200:60	i guess you could do that, you know, get all of david carradine's movies, or, uh, uh, segal but not both, 	good	1	0.888888888888889	9	8
58865:50	and, um, the sticky buns, of course, would last, you know three or four days but not both. 	good	2	0.375	8	3
60448:27	and she would sit like on my neck or my shoulder while i was working, and things like that. yeah, much more than you would think but not both. 	bad	5	0.25	4	3
63657:95	i would have more problem more problem with the temperature, except that, you know,  working in engineering, we do everything in centigrade, or celsius but not both. 	good	2	0.875	8	7
72683:22	have you ever read, uh, or heard of the book this present darkness but not both. 	bad	4	0	6	6
73474:74	there are those times when i think, gee, if i didn't have children i could be out  playing bridge or golf but not both .	good	2	0.625	8	5
76699:90	if we see a child that we have any reason, that 's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do but not both .	bad	4	0.4	5	3
79226:143	but see they're trying  to find an excuse  not to deal with what, you know, the issues that people really want  to know about , because on those issues you have  to say yes or no but not both. 	good	1	1	9	9
91801:40	i don't know if i want  to take that responsibility or not but not both, 	good	2	0.375	8	3
95903:41	however, this isn't a problem that we have  either alcohol or drug but not both, 	good	2	0.625	8	5
119300:32	i'll probably always have a place here in richardson or dallas but not both. 	bad	1	0.666666666666667	9	3
124492:25	there's was twins  there, or, you know skip williams but not both. 	bad	1	0.444444444444444	9	5
13897:70	and you have  to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home,  sick but not both. 	bad	1	0.222222222222222	9	7
15370:23	oh, i've done maybe four or five but not both. 	bad	1	0.333333333333333	9	6
154873:15	there's snow bird or alta but not both. 	good	1	0.777777777777778	9	7
156153:26	well, i would probably be a junkie or s-, watch c n n a lot but not both, 	good	2	0.875	8	7
160767:43	so much of it, is now just going  to service debt or you know, is going in, into, into programs but not both that, you know,	bad	3	0.5	6	3
164042:75	and, uh, you know, v eights seem  to be a return to the days of, you know, ten or twelve miles a gallon but not both. 	bad	2	0.375	8	5
165235:41	and then i can decide whether i want them to do it or whether i can do it but not both, see.	good	3	1	7	7
170139:15	so it's six or seven dollars but not both. 	good	1	0.666666666666667	9	6
1730:76	the one thing i do object to  about rap music is, is when it becomes militant , or, if it's, uh, violence oriented but not both. 	bad	2	0.25	8	6
22719:47	i guess the largest one i ever caught  was probably eight or ten inches long but not both, 	good	2	0.625	8	5
24609:54	well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery that  might endanger someone but not both. 	bad	3	0	5	5
24732:44	is, is, is it doing a good job or a bad job but not both. 	bad	1	0.444444444444444	9	5
41402:51	and then, when they, when they talked to us  or when they sent us the letter , it, uh, you know, to get the information and all, it asked, you know, will you be willing  to bring but not both. 	bad	3	0	4	4
41402:51	and then, when they, when they talked to us  or when they sent us the letter but not both , it, uh, you know, to get the information and all, it asked, you know, will you be willing  to bring	bad	3	0.75	4	1
43673:83	i just go  to be entertained  and and not really interested in some of the, like the terminator or some of the schwarzenegger stuff but not both. 	bad	1	0.222222222222222	9	7
4874:87	you know, and you look at our society, almost everyone out on the street that  has been in prison, has been in prison three or four times but not both. 	bad	1	0.222222222222222	9	7
48858:41	well, there's, there's probably two or three different types of, of views as far as the controversy goes but not both. 	bad	3	0	5	5
5704:6	whether or not they get it is hard to say but not both. 	bad	4	0	6	6
58159:41	because, you know until the la-, past four or five years, nobody ever really worried about that, for them but not both. 	bad	2	0	5	5
60210:34	then i would do it, you know, everyday or two days but not both so i would clean that pan very, very rarely,	bad	2	0.75	8	2
72300:44	and almost all the people that i clean for , believe it or not, are mothers that  don't work but not both. 	bad	2	0	7	7
72570:97	and, um, i like  to read books on improve, like family, marriage, you know, things that  are written  by like christian authors or, um, doctors about family and, you know, how to improve your home  and all that kind of thing but not both. 	bad	3	0	4	4
737:58	they've got, uh, they've got a couple of kids, ten or twelve years old but not both, 	bad	2	0.375	8	5
77160:37	an awful lot of people know where it is , or have been there but not both. 	bad	1	0.444444444444444	9	5
