"tgrep.id","workerid","sentence_bnb","response_goodsentence","response_val","Trial","gender","age"
"134989:25","309","i don't know if that took or not but not both,","good bnb sentence",0.73,6,"Female","39"
"108299:58","309","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","good bnb sentence",0.79,7,"Female","39"
"31347:55","309","well, my stepson, you know, i, he went into the navy or air force but not both.","bad bnb sentence",0.77,8,"Female","39"
"5704:6","309","whether or not they get it is hard to say but not both.","good bnb sentence",0.81,9,"Female","39"
"145167:70","309","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","bad bnb sentence",0.25,10,"Female","39"
"35393:113","309","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","good bnb sentence",0.82,11,"Female","39"
"143849:35","309","but i still don't know if sears will take visa or mastercard but not both.","good bnb sentence",0.14,12,"Female","39"
"173701:143","309","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","good bnb sentence",0.84,13,"Female","39"
"103930:153","309","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","bad bnb sentence",0.71,14,"Female","39"
"133405:39","309","and that effectively adds to whether it's officially on the books or not but not both.","good bnb sentence",0.87,15,"Female","39"
"149535:62","309","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","bad bnb sentence",0.52,16,"Female","39"
"156661:22","309","anyway, i dealt with two or three kids  today but not both that  are going  to end up where somebody has, making a decision what to do  with them .","good bnb sentence",0.89,17,"Female","39"
"53606:55","309","apparently, i, i don't know if it was just the strong winds or some small tornadoes up this way too but not both.","good bnb sentence",0.9,18,"Female","39"
"12588:15","309","they could either fight or die but not both.","good bnb sentence",0.95,19,"Female","39"
"57956:30","309","uh, you know whether it was justified or not but not both, i know, that  they probably felt like we were going in for a good cause.","good bnb sentence",0.82,20,"Female","39"
"57651:59","309","i'm convinced that the small v eight like the, the mustang's original two eighty-nine or some of the chevy two eighty-threes, were good little v eight engines that  were not gas guzzlers but not both.","bad bnb sentence",0.53,21,"Female","39"
"151803:31","309","and during the summer we camp, uh, two or three weeks a year but not both.","good bnb sentence",0.91,22,"Female","39"
"84467:25","309","and is sold  as purple buddy or sometimes sold  as straw flower but not both.","good bnb sentence",0.94,23,"Female","39"
"159108:25","309","you know juries will decide the guilt or innocence but not both,","good bnb sentence",0.88,24,"Female","39"
"19930:37","309","i don't know if i'd call it science fiction or fantasy but not both.","good bnb sentence",0.92,25,"Female","39"
"166963:23","309","and whe-, whether or not you agree with that law but not both, i-, you're still circumventing it.","good bnb sentence",0.84,26,"Female","39"
"107454:21","309","and sometimes you might have two or three but not both.","good bnb sentence",0.88,27,"Female","39"
"57920:78","309","and i, i agree with you also, that i feel like it  was not worth the money spent or the lives lost to fight that war but not both.","good bnb sentence",0.1,28,"Female","39"
"41511:66","309","and they charged us, i think it was like, it was like  five or six dollars but not both, i can't remember exactly, you know, that we paid  for the book to be printed .","good bnb sentence",0.93,29,"Female","39"
"90246:38","309","and, you know, it does not have a real story, or any plot but not both,","good bnb sentence",0.17,30,"Female","39"
"142117:49","310","and i even had, uh, i guess it was  last year or the year before but not both, i had some out","good bnb sentence",0.98,1,"Female","38"
"36973:48","310","and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world but not both,","good bnb sentence",0.3,2,"Female","38"
"159146:81","310","you know some of the health insurance is written  that way. you know, that, uh, if you buy an accident and death or dismemberment policy but not both, you know, it s-, pre specified in the policy so much","bad bnb sentence",0.27,3,"Female","38"
"78975:34","310","you know, i didn't know anything about bush or dukakis but not both.","bad bnb sentence",0.11,4,"Female","38"
"39108:72","310","i never have tried that, just because i don't have that much space on this little porch  here in this apartment or this little balcony but not both.","bad bnb sentence",1,5,"Female","38"
"134989:25","310","i don't know if that took or not but not both,","bad bnb sentence",0.9,6,"Female","38"
"108299:58","310","but when i don't need  to dress up for a, a meeting or a service of some sort but not both , i don't.","bad bnb sentence",0.94,7,"Female","38"
"31347:55","310","well, my stepson, you know, i, he went into the navy or air force but not both.","bad bnb sentence",0.18,8,"Female","38"
"5704:6","310","whether or not they get it is hard to say but not both.","bad bnb sentence",0.56,9,"Female","38"
"145167:70","310","uh, are you going  to, uh, put your son in child care in a, a year or two but not both.","bad bnb sentence",0.2,10,"Female","38"
"35393:113","310","that, uh, in addition to getting a new car there, they can get you a car that 's new but  it's been, uh, a demonstrator model for two or three thousand dollars even cheaper than the best deal they can give you  for a new car but not both.","good bnb sentence",0.16,11,"Female","38"
"143849:35","310","but i still don't know if sears will take visa or mastercard but not both.","good bnb sentence",0.51,12,"Female","38"
"173701:143","310","so you're saying that the taxpayer who  also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes but not both.","good bnb sentence",0.92,13,"Female","38"
"103930:153","310","you know, that's, that's scary because, you know, i'm not sure, i think we're paroling them without even knowing if they're, you know, going  to be committing any more violent acts or not but not both.","good bnb sentence",0.14,14,"Female","38"
"133405:39","310","and that effectively adds to whether it's officially on the books or not but not both.","good bnb sentence",0.07,15,"Female","38"
"149535:62","310","i mean, you know, in retrospect, um, was it, was it mondale or dukakis but not both that  said, you know, i'll, i'll tell you right now i'm going  to raise taxes.","good bnb sentence",0.41,16,"Female","38"
