Item_ID	Sentence
173580:263	it's, it --n40266f's hard to, i guess, for me to justify what --n4026ba so-, seems like, you know, basically a breach of the first amen-, you know, freedom from, uh, search and seizure, you know, uh, on something that --n40275d may --n402768 or may not stand as a law, you know, fifty years --n4027a3 from now or even twenty or ten,
173580:269	it's, it --n40266f's hard to, i guess, for me to justify what --n4026ba so-, seems like, you know, basically a breach of the first amen-, you know, freedom from, uh, search and seizure, you know, uh, on something that --n40275d may --n402768 or may not stand as a law, you know, fifty years --n4027a3 from now or even twenty or ten,
173593:128	you know, they, they support drug habits with, uh, with, uh, you know, with things like, uh, you know, burglary or, or prostitution or stuff like that,
173593:136	you know, they, they support drug habits with, uh, with, uh, you know, with things like, uh, you know, burglary or, or prostitution or stuff like that,
173602:32	you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce.
173668:99	i don't have any, you know, love lost for people who --n4058db are on the public dole just because they're too lazy to get a job or that kind of stuff.
173701:143	so you're saying that the taxpayer who --n400d13 also is really paying through the pocketbook for the education of the child may not be quite so conscious of the fact that they are paying the tuition for that child in the form of, uh, real estate or other taxes
173714:78	uh, people are, uh, reluctant --n401724 to pass, uh, school tax levies even, uh, when the money is needed --n40176f or would be well spent --n40178a because it's, uh, they don't have kids in the schools.
173724:140	and by definition, for some of us, at least, the public good includes having an educated populace and then idea that, uh, you can make a sound judgment with respect to small votes in the, at the local level or bigger votes at the national level.
173822:55	but whether it was going back and laying in bed with them and just shooting the breeze or whatever, telling them stories or reading to them.
173822:71	but whether it was going back and laying in bed with them and just shooting the breeze or whatever, telling them stories or reading to them.
173993:39	but if you have a problem with what we did --n4039ef or how we did it --n403a0a, you can always come back and talk to me about it.
174037:32	and, you know, the younger kids, uh, or maybe all of them needed help at one time or another.
174037:62	and, you know, the younger kids, uh, or maybe all of them needed help at one time or another.
174072:59	uh, i guess the topic is trial by jury and how we should change that --n4001ea or how we would change it --n400209.
174107:42	and there's always that, that chance that one or two people could be playing devil's advocate for a good reason, you know.
174189:47	you i always think about --n4024b8 watching the people's court or something. and how weird those cases get --n4024f7.
174254:56	i wonder, i wonder how, how the civil system or the court system must differ between there and say --n403741 where i am --n403754 in minneapolis --n403763.
174263:27	and the rest of the country is not or something like that.
174455:39	the only commitments that they're interested in --n402e1b making --n402e26 or even talking about --n402e3d are ones for flash value like, uh, the trip to mars. which --n402e80 is, would, would produce some useful scientific research and so forth,
174537:17	recurrent crimes like serial rapists or serial murderers or whatever.
174537:24	recurrent crimes like serial rapists or serial murderers or whatever.
174581:58	and, of course, you have some savings in terms of taxpayer money --n401033 keeping people in jail or not.
174623:107	and you can almost sense that people are just laughing at the system, you know. because they figure well, you know, sure i, i get thirty or forty years for maybe rape or something.
174623:122	and you can almost sense that people are just laughing at the system, you know. because they figure well, you know, sure i, i get thirty or forty years for maybe rape or something.
174625:55	if i, if i elicit good behavior i'm out in maybe five or ten.
174743:3	or is it a life sentence.
174752:20	or death before the firing squad or whatever.
174820:3	or else they would have said something.
174845:49	they test you, uh, before they, before you start or before you even interview
174849:3	or,
174875:45	then do they give you like one ch-, one more chance or two more chances.
174888:3	or,
174932:86	and while i don't do any drugs myself, i've seen some people who --n403d83 work there, uh, you know, smoking a joint or whatever.
